IDS	QUESTIONS	ANSWER	AUDIO	INFO	CLUE	THEME	SUBTYPE	LEVEL	SEQ	TYPE	PERSON	TENSE	COMMENT	0	dedupeExact		dedupeVague															
2684	_unsettling_ dreams	sueños _inquietantes_		SOÑAR::INQUIETAR	s i 	emotion		B2	2684						inquietante																	
2685	_regrets_, I've had a few	_arrepentimientos_, he tenido algunos		ARREPENTIR::HABER::TENER	a h t a 	emotion		B2	2685						arrepentimiento																	
2686	aggression without _remorse_	agresión sin _remordimiento_		REMORDER	a s r 	emotion		B2	2686						remordimiento																	
2687	we must not _horrify_ the neighbours	no debemos _horrorizar_ a los vecinos		DEBER::HORRORIZAR	n d h a l v 	emotion		B2	2687	verb					horrorizar																	
2688	they would _loathe_ that	_detestarían_ eso		DETESTAR	d e 	emotion		B2	2688	verb					detestar																	
2689	I am _touched_	estoy _conmovido_		ESTAR::CONMOVER	e c 	emotion		B2	2689	verb					estar conmovido																	
2690	a _disturbing_ tendency	una tendencia _perturbadora_		TENDER::PERTURBAR	u t p 	emotion		B2	2690						perturbador																	
2691	he looks _pissed off_ about something	se ve _cabreado_ por algo		VER::CABREAR	s v c p a 	emotion		B2	2691						cabreado																	
2692	he _raged_ on	se _enfureció_ más		ENFURECER	s e m 	emotion		B2	2692	verb					enfurecerse																	
2693	they used to _prosecute_ such things	solían _procesar_ tales cosas		SOLER::PROCESAR	s p t c 	legal		B2	2693	verb					procesar																	
2694	they had _admitted_	habían _admitido_		HABER::ADMITIR	h a 	legal		B2	2694						habían admitido																	
2695	a _biased_ decision	una decisión _sesgada_		DECIDIR::SESGAR = to slant or bias	u d s 	legal		B2	2695						sesgado / parcial																	
2696	frequently _homicidal_	frecuentemente _homicida_			f h 	legal		B2	2696						homicida																	
2697	an illogical _prejudice_	un _prejuicio_ ilógico		PREJUZGAR	u p i 	legal		B2	2697						prejuicio																	
2698	a serious _offence_	una _ofensa_ seria		OFENDER	u o s 	legal		B2	2698						ofensa																	
2699	a generous _pardon_	un _perdón_ generoso		PERDONAR	u p g 	legal		B2	2699						perdón																	
2700	his _conviction_ (certainty) was considered	su _convicción_ fue considerada		CONVENCER::SER::CONSIDERAR::condena for legal conviction::convicción for persuaded	s c f c 	legal		B2	2700						convicción																	
2701	the chance to _cross-examine_	la oportunidad de _interrogar_		INTERROGAR	l o d i 	legal		B2	2701	verb					interrogar																	
2702	_ample_ evidence to the contrary	_amplia_ evidencia en contra		AMPLIAR::EVIDENCIAR	a e e c 	legal		B2	2702						imparcial																	
2703	compelling _evidence_	_evidencia_ convincente		EVIDENCIAR::CONVENCER	e c 	legal		B2	2703						evidencia																	
2704	I will not _submit_ to	no me _someteré_ a		SOMETER	n m s a 	legal		B2	2704	verb					someter																	
2705	_to break the law_	_infringir la ley_		INFRINGIR	i l l 	legal		B2	2705	verb					infringir la ley																	
2706	we _disclosed_ it already	ya lo _divulgamos_		DIVULGAR	y l div	legal		B2	2706	verb					divulgar																	
2707	it would be a _sin_	sería un _pecado_		SER::PECAR	s u p 	legal		B2	2707						pecado																	
2708	an ineffective _gangster_	un _gángster_ ineficaz			u g i 	legal		B2	2708						gángster																	
2709	_perjury_ is a crime	el _perjurio_ es un crimen		SER	e p e u c 	legal		B2	2709						perjurio																	
2710	a _jury_ of his peers	un _jurado_ de sus pares		JURAR::PARIR	u j d s p 	legal		B2	2710						jurado																	
2711	a _hesitant_ presentation	una presentación _vacilante_		PRESENTAR::VACILAR	u p v 	time		B2	2711						vacilante																	
2712	a rapid _pace_	un _ritmo_ rápido			u r r 	time		B2	2712						ritmo																	
2713	_classic_ tactics	tácticas _clásicas_		CLASIFICAR	t c 	time		B2	2713						clásico																	
2714	_short notice_ again?	¿_poco aviso_ otra vez?		AVISAR	p a o v 	time		B2	2714						poco aviso																	
2715	_fashionable_ items	artículos _de moda_		MODAR	a d m 	time		B2	2715						de moda																	
2716	_eternal_ punishment	castigo _eterno_		CASTIGAR::ETERNIZAR	c e 	time		B2	2716						eterno																	
2717	_legendary_ ability	habilidad _legendaria_		HABILITAR	h l 	time		B2	2717						legendario																	
2718	_momentary_ pleasure	placer _momentáneo_		PLACER	p m 	time		B2	2718						momentáneo																	
2719	_nocturnal_ animals	animales _nocturnos_			a n 	time		B2	2719						nocturno																	
2720	before its _origin_	antes de su _origen_		ORIGINAR	a d s o 	time		B2	2720						origen																	
2721	we can _defer_	podemos _diferir_		PODER::DIFERIR	p d 	time		B2	2721	verb					diferir																	
2722	these two factors _coincided_	estos dos factores _coincidieron_		COINCIDIR	e d f c 	time		B2	2722	verb					coincidir																	
2723	_express_ delivery	entrega _express_		ENTREGAR::EXPRESAR	e e 	time		B2	2723	verb					expresar																	
2724	_unprecedented_ actions	acciones _sin precedentes_		ACCIONAR::PRECEDER	a s p 	time		B2	2724						sin precedentes																	
2725	_final_ conclusion	conclusión _final_		CONCLUIR::FINALIZAR	c f 	time		B2	2725						final																	
2726	_meantime_ stop and rest	_mientras tanto_ para y descansa		PARAR::DESCANSAR	m t p y d 	time		B2	2726						mientras tanto																	
2727	_endless_ difficulties	dificultades _interminables_		DIFICULTAR::TERMINAR	d i 	time		B2	2727						interminable																	
2728	a short _intermission_	un _intermedio_ corto		INTERMEDIAR	u i c 	time		B2	2728						intermedio																	
2729	my _predecessor_	mi _predecesor_		PRECEDER	m p 	time		B2	2729						predecesor																	
2730	_seldom_ enough	_rara vez_ suficiente		Rares veces suficiente - is also correct, but rara vez is used more frequently	r v s 	time		B2	2730						rara vez																	
2731	_mess about_ and find out	_perder el tiempo_ y descubrir		PERDER::TEMPORIZAR::DESCUBRIR	p e t y d 	time		B2	2731	verb					perder el tiempo																	
2732	_forever_ and a day	_para siempre_ y un día		SER	p s y u d 	time		B2	2732						para siempre																	
2733	_preemptive_ problem solving	resolución _preventiva_ de problemas		RESOLVER::PREVENIR::PROBLEMATIZAR	r prev d p 	time		B2	2733						preventivo																	
2734	a strong _foundation_	una _fundación_ fuerte		FUNDAR	u f f 	time		B2	2734						fundación																	
2735	a miraculous _landscape_	un _paisaje_ milagroso		PAISAJEAR	u p m 	environment		B2	2735						paisaje																	
2736	wide-spread _deforestation_	_deforestación_ generalizada		DEFORESTAR::GENERALIZAR::desforestar is also used in some latin american countries but De… is the more common	d g 	environment		B2	2736						deforestación																	
2737	_carbon emissions_ are increasing	las _emisiones de carbono_ están aumentando		EMITIR::ESTAR::AUMENTAR	l e d c e a 	environment		B2	2737						emisiones de carbono																	
2738	a massive _nature reserve_	una _reserva natural_ masiva		RESERVAR::NATURALIZAR::MASAR	u r n m 	environment		B2	2738						reserva natural																	
2739	a _long border_	una _frontera larga_		FRONTEAR	u f l 	environment		B2	2739						frontera larga																	
2740	after that _scene_	después de esa _escena_		ESCENAR	d d e e 	environment		B2	2740						escena																	
2741	an ancient _herbivore_	un _herbívoro_ ancestral			u h ance	environment		B2	2741						herbívoro																	
2742	_rainforests_ provide	las _selvas tropicales_ proporcionan		PROPORCIONAR	l s t p 	environment		B2	2742						selva tropical																	
2743	_native_ to the carribean	_nativo_ del caribe		NATIVIZAR	n d c 	environment		B2	2743						nativo																	
2744	a deep _bunker_ (golf)	un _búnker_ profundo (golf)		PROFUNDIZAR	u b p	environment		B2	2744						búnker - golf																	
2745	a family _farm_	una _granja_ familiar		GRANJAR::FAMILIARIZAR	u g f 	environment		B2	2745						granja																	
2746	I hit the _curb_	golpeé el _bordillo_		GOLPEAR	g e b 	environment		B2	2746						bordillo																	
2747	looking over the _hedge_	mirando sobre el _seto_		MIRAR	m s e s 	environment		B2	2747						seto																	
2748	how many _bars_	cuántas _barras_			c b 	environment		B2	2748						barras																	
2749	to _rebuild_ their country	_reconstruir_ su país		RECONSTRUIR	r s p 	environment		B2	2749	verb					reconstruir																	
2750	_cottage_ industry	industria _artesanal_			i a 	environment		B2	2750						cabaña																	
2751	_alien_ invaders	invasores _extraterrestres_		INVADIR	i e 	environment		B2	2751						extraterrestre																	
2752	_cosmic_ radiation	radiación _cósmica_		RADIAR	r c 	environment		B2	2752						cósmico																	
2753	most _castles_	la mayoría de los _castillos_			l m d l c 	environment		B2	2753						castillo																	
2754	a giant _cave_	una _cueva_ gigante			u c g 	environment		B2	2754						cueva																	
2755	_watering plants_ twice per week	_regar plantas_ dos veces por semana		REGAR::PLANTAR	r p d v p s 	environment		B2	2755	verb					regar plantas																	
2756	_aquatic_ entertainment	entretenimiento _acuático_		ENTRETENER	e a 	environment	water	B2	2756						acuático																	
2757	white _cliffs_	_acantilados_ blancos			a b 	environment	water	B2	2757						acantilado																	
2758	a tall _waterfall_	una _cascada_ alta		CASCADAR	u c a 	environment	water	B2	2758						cascada																	
2759	an interrupted _flow_	un _flujo_ interrumpido		FLUIR::INTERRUMPIR	u f i 	environment	water	B2	2759						corriente / flujo / arroyo																	
2760	_stream (small river)_	_arroyo_			a 	environment	water	B2	2760						arroyo																	
2761	a public _notice_	un _aviso_ público		AVISAR::PUBLICAR	u a p 	comms		B2	2761						aviso																	
2762	the results were _broadcast_	los resultados fueron _transmitidos_		RESULTAR::SER::TRANSMITIR::the past participle (transmitidos) only agrees in in gender and number when used with ser, not with haber	l r f t 	comms		B2	2762	verb					transmitir																	
2763	it is _emiting_	está _emitiendo_		ESTAR::EMITIR	e e 	comms		B2	2763	verb					emitir																	
2764	strict _censorship_	_censura_ estricta		CENSURAR	c e 	comms		B2	2764						censura																	
2765	my favourite _talk show_	mi _programa de entrevistas_ favorito		PROGRAMAR::ENTREVISTAR::FAVORECER::el programa despite the spelling	m p d e f 	comms		B2	2765						programa de entrevistas																	
2766	encouraging _headlines_	_titulares_ alentadores		TITULAR::ALENTAR	t a 	comms		B2	2766						titulares																	
2767	_editorial_ content	contenido _editorial_		CONTENER::EDITAR	c e 	comms		B2	2767						editorial																	
2768	an influential _network_	una _red_ influyente		INFLUIR	u r p 	comms		B2	2768						red																	
2769	_rehearsals_ are invaluable	los _ensayos_ son invaluables		ENSAYAR::SER	l e s i 	comms		B2	2769						ensayo																	
2770	_out of context_ answers	respuestas _fuera de contexto_		RESPONDER::CONTEXTUALIZAR	r f d c 	comms		B2	2770						fuera de contexto																	
2771	he _tapped_ me on the shoulder and I was free	me _golpeó ligeramente_ en el hombro y quedé libre		GOLPEAR::QUEDAR::quote from Proximo (Oliver Reid) Gladiator	m g l e e h y q l 	comms		B2	2771	verb					golpear ligeramente																	
2772	can we _publish_ yet	¿ya podemos _publicar_?		PODER::PUBLICAR	y p p 	comms		B2	2772	verb					publicar																	
2773	an interesting _analogy_	una _analogía_ interesante			u a i 	comms		B2	2773	verb					enviar mensaje																	
2774	a brief _documentary_	un _documental_ breve		DOCUMENTAR	u d b 	comms		B2	2774						documental																	
2775	_drama_ without comedy	_drama_ sin comedia		DRAMATIZAR	d s c 	comms		B2	2775						drama																	
2776	it was _hyped_	fue _promocionado exageradamente_		SER::PROMOCIONAR::EXAGERAR	f pro e 	comms		B2	2776	verb					promocionar exageradamente																	
2777	I would not _publicize_ that	no _publicitaría_ eso		PUBLICITAR	n p e 	comms		B2	2777	verb					publicitar																	
2778	occasional _fear-mongering_	_alarmismo_ ocasional		ALARMAR	a o 	comms		B2	2778						alarmismo																	
2779	many _false-alarms_	muchas _falsas alarmas_		FALSIFICAR::ALARMAR	m f a 	comms		B2	2779						falsa alarma																	
2780	amigo: what are you _implying_?	¿qué estás _implicando_?		ESTAR::IMPLICAR	q e i 	comms		B2	2780	verb					implicar																	
2781	an _accusation_ of incompetence	una _acusación_ de incompetencia		ACUSAR	u a d i 	comms		B2	2781						melodía																	
2782	amigo: don't be so _insistant_	no seas tan _insistente_		SER::INSISTIR	n s t i 	behaviour		B2	2782	verb					zumbar																	
2783	an _abusive_ point of view	un punto de vista _abusivo_		ABUSAR	u p d v a 	behaviour		B2	2783						amigo: no seas tan insistente																	
2784	a _flirtatious_ colleague	un colega _coqueto_		COQUETEAR	u col c 	behaviour		B2	2784						abusivo																	
2785	_disagreeable_ people	gente _desagradable_		AGRADAR	g d 	behaviour		B2	2785						coqueto																	
2786	_disrespectful_ accusations	acusaciones _irrespetuosas_		ACUSAR::RESPETAR	a i 	behaviour		B2	2786						desagradable																	
2787	_sophisticated_ weapons	armas _sofisticadas_		ARMAR::SOFISTICAR	a s 	behaviour		B2	2787						irrespetuoso	===																
